,상호명,상권업종대분류명,표준산업분류명,시군구명,도로명주소,경도,위도
1580,푸른채소야채,소매,"채소, 과실 및 뿌리작물 소매업",금정구,부산광역시 금정구 금강로 700,129.089315208375,35.26984936196
1581,산내채소,소매,"채소, 과실 및 뿌리작물 소매업",서구,부산광역시 서구 자갈치로 14-11,129.026127492485,35.0959554321258
1582,바름상회,소매,기타 음ㆍ식료품 위주 종합 소매업,부산진구,부산광역시 부산진구 신천대로102번길 25,129.055416042072,35.1533393741433
1583,신도매고기,소매,육류 소매업,연제구,부산광역시 연제구 고분로 22,129.084665096053,35.1855851090106
1584,가야장터,소매,"채소, 과실 및 뿌리작물 소매업",부산진구,부산광역시 부산진구 대학로 11,129.037350721106,35.1541984809748
1585,정우디앤씨하단지점,소매,기타 음ㆍ식료품 위주 종합 소매업,사하구,부산광역시 사하구 낙동남로 1391,128.963968475778,35.1066604959059
1586,드럭스토리,소매,건강 보조식품 소매업,금정구,부산광역시 금정구 오시게로 22,129.08654365765,35.2194692860813
1587,우리유통,소매,"빵류, 과자류 및 당류 소매업",사상구,부산광역시 사상구 새벽시장로103번길 48,128.985761011815,35.1564860845367
1588,본도시락사상점,음식,도시락류 제조업,사상구,부산광역시 사상구 낙동대로1210번길 53,128.980981682907,35.1679636297778
1589,에스제이아이스크림영남점,소매,"빵류, 과자류 및 당류 소매업",해운대구,부산광역시 해운대구 좌동순환로311번길 8,129.183117091286,35.1680960528232
1590,고기한보따리명륜점,소매,육류 소매업,동래구,부산광역시 동래구 시실로 49,129.087293670548,35.2164068715471
1591,유나식품,소매,건어물 및 젓갈류 소매업,기장군,부산광역시 기장군 기장읍 연화1길 208-21,129.227804080472,35.2206067834157
1592,이조떡,음식,떡류 제조업,기장군,부산광역시 기장군 정관읍 용수로 83,129.173137752072,35.3289519714606
1593,서가한우직판장,소매,육류 소매업,사상구,부산광역시 사상구 가야대로 367,129.012854193623,35.1515843667834
1594,북림수산,소매,건어물 및 젓갈류 소매업,부산진구,부산광역시 부산진구 중앙대로 604,129.058862911267,35.146611946648
1595,사랑의편의점,소매,기타 음ㆍ식료품 위주 종합 소매업,사상구,부산광역시 사상구 대동로 2,128.972832769536,35.1316848329532
1596,한아수입상가,소매,음료 소매업,중구,부산광역시 중구 중구로47번길 10,129.027457609259,35.1023170930845
1597,탑동일마트,소매,기타 음ㆍ식료품 위주 종합 소매업,사상구,부산광역시 사상구 양지로42번길 13,129.002199401661,35.1544312449104
1598,하림생닭,소매,육류 소매업,사하구,부산광역시 사하구 장림시장5길 97,128.967761434149,35.0804713519273
1599,늘봄축산,소매,육류 소매업,해운대구,부산광역시 해운대구 해운대로 814,129.177695457434,35.1696902413478
1600,SM유통,소매,"빵류, 과자류 및 당류 소매업",사하구,부산광역시 사하구 사하로141번길 20,128.991828581314,35.0947805749785
1601,호영상회,소매,"빵류, 과자류 및 당류 소매업",부산진구,부산광역시 부산진구 새싹로241번길 16,129.047319233083,35.1775399060451
1602,건양퍼멘테이션,소매,건강 보조식품 소매업,사상구,부산광역시 사상구 가야대로282번길 14,129.002866749788,35.1497835207374
1603,별이빛나는키친,소매,"빵류, 과자류 및 당류 소매업",사하구,부산광역시 사하구 괴정로232번길 33,128.986461895517,35.0953922431378
1604,88중국대반점,소매,기타 음ㆍ식료품 위주 종합 소매업,동구,부산광역시 동구 중앙대로 181,129.03863517017,35.1136155655382
1605,로드비앤피,소매,육류 소매업,사하구,부산광역시 사하구 서포로 36,128.986322996863,35.0820344881004
1606,청개구리반찬,소매,조리 반찬류 소매업,동래구,부산광역시 동래구 안락로 90,129.106710116149,35.1992128748653
1607,영남식육점,소매,육류 소매업,영도구,부산광역시 영도구 절영로49번길 42-1,129.040715869928,35.0891697194681
1608,슈하우스,소매,"채소, 과실 및 뿌리작물 소매업",남구,부산광역시 남구 못골로 26-1,129.085229926283,35.1355439325971
1609,농협유통하나로마트,소매,슈퍼마켓,동래구,부산광역시 동래구 사직로70번길 56,129.057694137534,35.1978932344715
1610,고래사부평,소매,기타 식료품 소매업,중구,부산광역시 중구 중구로43번길 29,129.026298930327,35.1017590228331
1611,파티파티아이스,소매,기타 음ㆍ식료품 위주 종합 소매업,영도구,부산광역시 영도구 해안산책길 31,129.040626370231,35.0829868530169
1612,헬스플러스,소매,건강 보조식품 소매업,수영구,부산광역시 수영구 남천동로108번길 20,129.11243422204,35.1462311143426
1613,농축산마트식육,소매,육류 소매업,부산진구,부산광역시 부산진구 개금본동로 34,129.022463579191,35.1599767805485
1614,진도상회,소매,건어물 및 젓갈류 소매업,해운대구,부산광역시 해운대구 해운대로61번길 95-49,129.128578670279,35.1955857887631
1615,친정,소매,조리 반찬류 소매업,동래구,부산광역시 동래구 시실로 40,129.087601940238,35.2156379287288
1616,누림축산,소매,육류 소매업,강서구,부산광역시 강서구 낙동북로76번길 22-1,128.937511346559,35.2166949210367
1617,영도상회,소매,건어물 및 젓갈류 소매업,중구,부산광역시 중구 용미길10번길 9-1,129.033907511304,35.0971422903915
1618,종로떡방,음식,떡류 제조업,연제구,부산광역시 연제구 대리로6번길 93,129.08627714465,35.1771877699121
1619,조은떡방,음식,떡류 제조업,연제구,부산광역시 연제구 월드컵대로3번길 15,129.085484665892,35.175383086803
1620,명문떡방앗간,음식,곡물 제분업,수영구,부산광역시 수영구 광서로 35-1,129.11054300527,35.1645376126694
1621,킴스마트,소매,슈퍼마켓,부산진구,부산광역시 부산진구 가야대로482번길 34,129.024486849169,35.1515136083626
1622,우리유통,소매,기타 음ㆍ식료품 위주 종합 소매업,부산진구,부산광역시 부산진구 부전로162번길 34,129.059613352081,35.1613251301662
1623,보수탑마트,소매,기타 음ㆍ식료품 위주 종합 소매업,중구,부산광역시 중구 흑교로78번안길 1,129.024329536153,35.1065350880458
1624,쿠잉에프엔씨,소매,건어물 및 젓갈류 소매업,연제구,부산광역시 연제구 월드컵대로58번길 59,129.087839944084,35.1799500141161
1625,춘심이네,소매,육류 소매업,남구,부산광역시 남구 동명로146번길 65,129.112030023106,35.1165069592245
1626,정관장명지,소매,건강 보조식품 소매업,강서구,부산광역시 강서구 명지오션시티4로 62,128.903284525582,35.0835287672005
1627,초읍할인점,소매,기타 음ㆍ식료품 위주 종합 소매업,부산진구,부산광역시 부산진구 성지로 76,129.054278118601,35.1774254515085
1628,약초,소매,건강 보조식품 소매업,중구,부산광역시 중구 자갈치로 30,129.027922934624,35.0965712067698
1629,복순도가,소매,기타 음ㆍ식료품 위주 종합 소매업,동구,부산광역시 동구 중앙대로 206,129.045081835992,35.117625470822
1630,성자축산,소매,육류 소매업,동래구,부산광역시 동래구 차밭골로20번길 29-4,129.080420616249,35.2174418959987
1631,가마솥추어탕,소매,조리 반찬류 소매업,연제구,부산광역시 연제구 연동로8번길 15,129.0926099409,35.1885423470966
1632,모라슈퍼,소매,기타 음ㆍ식료품 위주 종합 소매업,북구,부산광역시 북구 사상로558번나길 3,128.991067295494,35.1939859479838
1633,100년가게부창식육점,소매,육류 소매업,사하구,부산광역시 사하구 낙동대로549번길 60,128.960584398597,35.1127267940499
1634,한국건강기능식품,소매,건강 보조식품 소매업,동래구,부산광역시 동래구 충렬대로 154,129.07695504465,35.2045379318167
1635,매초롬,소매,기타 식료품 소매업,부산진구,부산광역시 부산진구 봉수로 3,129.068660365281,35.1506092425788
1636,휴앤지,소매,슈퍼마켓,사하구,부산광역시 사하구 낙동대로 123,129.002548377492,35.1032197157315
1637,동일떡방앗간,음식,떡류 제조업,남구,부산광역시 남구 동제당로 367,129.077300657975,35.1250232960741
1638,봉아이스크림더샾센텀,소매,"빵류, 과자류 및 당류 소매업",해운대구,부산광역시 해운대구 센텀중앙로 145,129.123619904461,35.1767749992096
1639,해금수산,소매,"신선, 냉동 및 기타 수산물 소매업",금정구,부산광역시 금정구 서부로 19-11,129.10313153323,35.215551504526
1640,과일가게,소매,"채소, 과실 및 뿌리작물 소매업",부산진구,부산광역시 부산진구 새싹로 28,129.057382392606,35.1602629522026
1641,삼시세끼,소매,조리 반찬류 소매업,부산진구,부산광역시 부산진구 전포대로256번길 30,129.067128247002,35.1593482193405
1642,정항우케익영산대역점,음식,"빵류, 과자류 및 당류 소매업",해운대구,부산광역시 해운대구 반송로 803,129.146185769416,35.2256255135403
1643,홍운중국식품,소매,기타 음ㆍ식료품 위주 종합 소매업,금정구,부산광역시 금정구 수림로45번길 35,129.087564638296,35.2383620382796
1644,"갓,따옴",소매,"채소, 과실 및 뿌리작물 소매업",연제구,부산광역시 연제구 마곡천로 30,129.087051592365,35.1718626384218
1645,예진식품,소매,기타 음ㆍ식료품 위주 종합 소매업,동래구,부산광역시 동래구 온천천로531번길 58,129.11281123935,35.1924416686508
1646,호호수산,소매,"신선, 냉동 및 기타 수산물 소매업",남구,부산광역시 남구 유엔평화로 168,129.098245025247,35.1217525576954
1647,녹천탕매점,소매,기타 음ㆍ식료품 위주 종합 소매업,동래구,부산광역시 동래구 금강공원로26번길 32,129.081646786224,35.2204505738023
1648,다온과일,소매,"채소, 과실 및 뿌리작물 소매업",사상구,부산광역시 사상구 양지로30번길 4,129.003676950604,35.1540945107111
1649,장안제일고구내매점,소매,기타 음ㆍ식료품 위주 종합 소매업,기장군,부산광역시 기장군 장안읍 좌천2길 43,129.240768467628,35.3145221929727
1650,신흥상회,소매,기타 식료품 소매업,부산진구,부산광역시 부산진구 양성로 55-1,129.064350866875,35.1711087577213
1651,부전천연조미료,소매,기타 식료품 소매업,부산진구,부산광역시 부산진구 부전로162번길 50,129.060442308955,35.1609212645847
1652,영도,소매,"채소, 과실 및 뿌리작물 소매업",부산진구,부산광역시 부산진구 백양대로60번길 29,129.042378044306,35.1637101068004
1653,단정와인,소매,음료 소매업,수영구,부산광역시 수영구 구락로 97,129.117129962133,35.1758435084059
1654,윤대감전통떡방,음식,떡류 제조업,해운대구,부산광역시 해운대구 우동1로38번가길 19,129.158548592146,35.1648722192933
1655,금양인터내셔날현대,소매,음료 소매업,동구,부산광역시 동구 범일로 125,129.058596888446,35.1413230864786
1656,금정마트,소매,기타 음ㆍ식료품 위주 종합 소매업,금정구,부산광역시 금정구 동부곡로12번길 57,129.095562434391,35.2244357287148
1657,신평중고차매매단지매점,소매,기타 음ㆍ식료품 위주 종합 소매업,사하구,부산광역시 사하구 을숙도대로 520,128.962708292303,35.085307084325
1658,노랑댕기정육점,소매,육류 소매업,수영구,부산광역시 수영구 과정로67번길 7,129.106819952739,35.1773533325808
1659,김천상회,소매,조리 반찬류 소매업,금정구,부산광역시 금정구 금강로 700,129.089315208375,35.26984936196
1660,영우상가,소매,기타 음ㆍ식료품 위주 종합 소매업,북구,부산광역시 북구 산성로47번길 1,129.018314832526,35.2409385178205
1661,연미수산,소매,"신선, 냉동 및 기타 수산물 소매업",부산진구,부산광역시 부산진구 새싹로14번길 73,129.060159082473,35.1619333020186
1662,아이스홀릭우동점,소매,"빵류, 과자류 및 당류 소매업",해운대구,부산광역시 해운대구 우동3로11번길 29,129.162423919779,35.1695402993112
1663,낙원떡방앗간,음식,떡류 제조업,부산진구,부산광역시 부산진구 백양산로53번길 125,129.026358002384,35.1711662097899
1664,개똥이네날마다장터,소매,"채소, 과실 및 뿌리작물 소매업",남구,부산광역시 남구 용호로178번길 4-4,129.110878171044,35.116508507044
1665,총각정육,소매,육류 소매업,사상구,부산광역시 사상구 학감대로 128,128.988457203423,35.1425555125314
1666,소복상회,소매,기타 음ㆍ식료품 위주 종합 소매업,사상구,부산광역시 사상구 학장로135번길 62,128.983061462003,35.1446636154275
1667,오션시티,소매,음료 소매업,영도구,부산광역시 영도구 동삼오션로 30,129.08384847832,35.0685103246613
1668,대하대중탕여탕매점,소매,음료 소매업,해운대구,부산광역시 해운대구 좌동순환로 175,129.175555495535,35.1781208828225
1669,찬돌이떡갈비장림점,소매,조리 반찬류 소매업,사하구,부산광역시 사하구 장림시장5길 108,128.967945808397,35.0802986121574
1670,요리하는정육점,소매,육류 소매업,북구,부산광역시 북구 화명신도시로 8,129.008426564252,35.2249676226758
1671,새로운떡방앗간,음식,떡류 제조업,동래구,부산광역시 동래구 사직북로28번길 63-3,129.062764114073,35.2001654062064
1672,오배추,소매,"채소, 과실 및 뿌리작물 소매업",영도구,부산광역시 영도구 절영로7번길 38,129.042340996809,35.0927794029557
1673,새바다수산,소매,"신선, 냉동 및 기타 수산물 소매업",해운대구,부산광역시 해운대구 좌동로91번길 20,129.174494462298,35.1730474062495
1674,서은유통,소매,"채소, 과실 및 뿌리작물 소매업",부산진구,부산광역시 부산진구 신천대로162번길 97,129.054642354598,35.153769766062
1675,대변건어물,소매,건어물 및 젓갈류 소매업,기장군,부산광역시 기장군 기장읍 차성남로55번길 6,129.214555749603,35.2418774449665
1676,서원유통탑마트영도,소매,슈퍼마켓,영도구,부산광역시 영도구 동삼로 56,129.07082138336,35.0784242914638
1677,아이스스타망미주공점,소매,"빵류, 과자류 및 당류 소매업",연제구,부산광역시 연제구 토현로 10,129.111084619016,35.1785311554314
1678,땅스부대찌개못골,음식,기타 식료품 소매업,남구,부산광역시 남구 못골번영로 11,129.088958143708,35.1361775191516
1679,민아네,소매,"채소, 과실 및 뿌리작물 소매업",사상구,부산광역시 사상구 사상로277번길 11,128.981726370524,35.1696432113601
1680,청호슈퍼,소매,기타 음ㆍ식료품 위주 종합 소매업,영도구,부산광역시 영도구 남항로10번길 29,129.03711064266,35.0885245552343
1681,보명축산,소매,육류 소매업,사하구,부산광역시 사하구 낙동대로 203,128.994514334062,35.1000949063862
1682,동명축산,소매,육류 소매업,수영구,부산광역시 수영구 광일로 22,129.111754022514,35.162381205932
1683,플러스할인슈퍼,소매,기타 음ㆍ식료품 위주 종합 소매업,수영구,부산광역시 수영구 금련로7번길 16,129.097146162806,35.1731327208473
1684,푸른마트,소매,기타 음ㆍ식료품 위주 종합 소매업,금정구,부산광역시 금정구 서동로 16,129.091013510421,35.2210605834478
1685,명장알뜰마트,소매,슈퍼마켓,동래구,부산광역시 동래구 명안로 49,129.104393950306,35.2009015773812
1686,빙상장편의점,소매,기타 음ㆍ식료품 위주 종합 소매업,남구,부산광역시 남구 백운포로 110,129.108228120136,35.1038952187858
1687,자매야채,소매,"채소, 과실 및 뿌리작물 소매업",남구,부산광역시 남구 용호로 177,129.111294375597,35.1164596223308
1688,영진상회,소매,건어물 및 젓갈류 소매업,서구,부산광역시 서구 구덕로119번길 29,129.022981304017,35.0951977956537
1689,총각네장터,소매,"채소, 과실 및 뿌리작물 소매업",북구,부산광역시 북구 모분재로23번길 120,129.012375558313,35.2068257701834
1690,창녕상회,소매,"채소, 과실 및 뿌리작물 소매업",부산진구,부산광역시 부산진구 중앙대로769번길 24,129.060572744606,35.1616682778061
1691,썬마트,소매,슈퍼마켓,수영구,부산광역시 수영구 수영로554번길 22,129.113657292666,35.1546478551147
1692,임산보이차문화원,소매,기타 식료품 소매업,사하구,부산광역시 사하구 하신번영로 419,128.960529006215,35.1182889184925
1693,연합상사,소매,건어물 및 젓갈류 소매업,북구,부산광역시 북구 만덕대로78번길 22,129.013343112076,35.2113336364807
1694,밥도둑반찬가게,소매,조리 반찬류 소매업,북구,부산광역시 북구 백양대로1015번길 20,128.993892908833,35.1969824573014
1695,파티파티아이스,소매,기타 음ㆍ식료품 위주 종합 소매업,중구,부산광역시 중구 보수대로106번길 15-1,129.021993383477,35.10479706792
1696,떡공방다락부산,음식,떡류 제조업,기장군,부산광역시 기장군 정관읍 산단2로 59,129.183996418934,35.3185886908404
1697,아이스홀릭,소매,"빵류, 과자류 및 당류 소매업",수영구,부산광역시 수영구 광안로16번길 32,129.113590545796,35.1553876060708
1698,엄마반찬,소매,기타 식료품 소매업,남구,부산광역시 남구 석포로64번길 3-6,129.088012510438,35.1236566448299
1699,발복과일촌,소매,"채소, 과실 및 뿌리작물 소매업",사하구,부산광역시 사하구 사리로27번길 1,128.999069680873,35.1021847732362
1700,초장슈퍼,소매,기타 음ㆍ식료품 위주 종합 소매업,서구,부산광역시 서구 초장로26번길 1,129.02034017958,35.0944808980131
1701,농심가모라,소매,슈퍼마켓,사상구,부산광역시 사상구 모덕로67번길 144,128.985713451285,35.1880173437778
1702,태현식품,소매,기타 식료품 소매업,남구,부산광역시 남구 홍곡로 75-7,129.085291507865,35.1170287445573
1703,두호마켓,소매,기타 음ㆍ식료품 위주 종합 소매업,기장군,부산광역시 기장군 기장읍 죽성로 332,129.247661480725,35.2398641467516
1704,김해떡방앗간,음식,떡류 제조업,사상구,부산광역시 사상구 사상로310번길 13,128.984394281657,35.1724068787155
1705,죠이유통,소매,기타 음ㆍ식료품 위주 종합 소매업,금정구,부산광역시 금정구 반송로388번길 13,129.107878250935,35.2124524846087
1706,리얼프레쉬종합유통,소매,"채소, 과실 및 뿌리작물 소매업",동래구,부산광역시 동래구 안락로125번가길 14-1,129.111711404165,35.1995636695525
1707,스카이마트,소매,기타 음ㆍ식료품 위주 종합 소매업,기장군,부산광역시 기장군 기장읍 차성로 292,129.213812832621,35.2436335439024
1708,"아이스크림,과자",소매,기타 음ㆍ식료품 위주 종합 소매업,금정구,부산광역시 금정구 수림로72번길 14,129.084782397212,35.240640451464
1709,참반찬,소매,조리 반찬류 소매업,남구,부산광역시 남구 용호로216번가길 10,129.109302191038,35.112737087758
1710,바다수산,소매,"신선, 냉동 및 기타 수산물 소매업",금정구,부산광역시 금정구 반송로 374,129.106461824359,35.2116722235614
1711,성진상회,소매,"채소, 과실 및 뿌리작물 소매업",사상구,부산광역시 사상구 학장로 173,128.985849266842,35.1428742200733
1712,명품정육,소매,육류 소매업,기장군,부산광역시 기장군 일광읍 해빛5로 21-3,129.221407727073,35.2606649710551
1713,자연수산,소매,"신선, 냉동 및 기타 수산물 소매업",동래구,부산광역시 동래구 온천장로 104-11,129.084483809765,35.2198573222684
1714,자갈치촬스네,소매,기타 식료품 소매업,중구,부산광역시 중구 자갈치로60번길 4,129.030618568262,35.0972514182864
1715,에스마트,소매,슈퍼마켓,해운대구,부산광역시 해운대구 재반로 150,129.128202200199,35.1913888657618
1716,거제물산,소매,"채소, 과실 및 뿌리작물 소매업",북구,부산광역시 북구 구만덕로60번길 31,129.043844088952,35.2139859895145
1717,우리동네서동점,소매,"채소, 과실 및 뿌리작물 소매업",금정구,부산광역시 금정구 서동로 152,129.103186695621,35.2147577879075
1718,아름스파,소매,기타 음ㆍ식료품 위주 종합 소매업,사상구,부산광역시 사상구 대동로 304,128.987120084266,35.1545099683726
1719,드라이아이스,소매,기타 식료품 소매업,사하구,부산광역시 사하구 장평로 105,128.972702738275,35.0755010952412
1720,으뜸수산,소매,"신선, 냉동 및 기타 수산물 소매업",사하구,부산광역시 사하구 낙동대로189번길 13,128.996351097608,35.1005125011606
1721,다이짱식육점,소매,육류 소매업,사상구,부산광역시 사상구 사상로293번길 23,128.9814932998,35.1712586020556
1722,육상환여고로,소매,기타 음ㆍ식료품 위주 종합 소매업,동래구,부산광역시 동래구 여고로135번길 51,129.077025226612,35.2015356991264
1723,프레쉬韓MEAT,소매,육류 소매업,남구,부산광역시 남구 유엔평화로 136-1,129.096312260099,35.1240686085184
1724,한농연,소매,육류 소매업,기장군,부산광역시 기장군 철마면 철마로 802,129.174179305545,35.2571664987493
1725,세종웰빙,소매,건강 보조식품 소매업,남구,부산광역시 남구 수영로 30-1,129.071360260891,35.136379444195
1726,홈마트,소매,슈퍼마켓,기장군,부산광역시 기장군 기장읍 대청로 21,129.21264127389,35.2380027496071
1727,시장떡방앗간,음식,떡류 제조업,해운대구,부산광역시 해운대구 해운대로383번길 21,129.139115266249,35.1700501751764
1728,탑플러스배산점,소매,기타 음ㆍ식료품 위주 종합 소매업,연제구,부산광역시 연제구 연수로 231,129.096131517098,35.1736016139056
1729,다나사편의점,소매,기타 음ㆍ식료품 위주 종합 소매업,부산진구,부산광역시 부산진구 백양산로53번길 18,129.030272785068,35.1734405428843
1730,유니베라부산파워,소매,건강 보조식품 소매업,남구,부산광역시 남구 수영로 21-1,129.070220738831,35.1373449908299
1731,솔로몬약품,소매,건강 보조식품 소매업,연제구,부산광역시 연제구 과정로132번길 36,129.109127015097,35.1831281274457
1732,주례아이스크림할인점,소매,"빵류, 과자류 및 당류 소매업",사상구,부산광역시 사상구 백양대로494번길 19,128.998263798334,35.1548062666471
1733,함양금주수산,소매,"신선, 냉동 및 기타 수산물 소매업",금정구,부산광역시 금정구 서부곡로5번길 11,129.091236047279,35.2253761857957
1734,뱅투고,소매,음료 소매업,수영구,부산광역시 수영구 수영로594번길 118,129.119660354723,35.1578194899052
1735,진주수산,소매,"신선, 냉동 및 기타 수산물 소매업",부산진구,부산광역시 부산진구 새싹로14번길 53,129.059644874517,35.1612166874496
1736,새경북식품,소매,기타 식료품 소매업,기장군,부산광역시 기장군 정관읍 구연2로 33-4,129.183455199315,35.3199370099068
1737,농협목우촌,소매,육류 소매업,금정구,부산광역시 금정구 금강로 231,129.084020256371,35.2287761235532
1738,과일담,소매,"채소, 과실 및 뿌리작물 소매업",사하구,부산광역시 사하구 장평로 441-1,128.986171976737,35.0977292485478
1739,우리동네힐링,소매,건강 보조식품 소매업,수영구,부산광역시 수영구 연수로275번길 18-1,129.100979228069,35.174080452087
1740,예스엘수산,소매,건어물 및 젓갈류 소매업,기장군,부산광역시 기장군 기장읍 대변3길 30-29,129.232162707672,35.2241048598018
1741,땡큐횟집,소매,"신선, 냉동 및 기타 수산물 소매업",기장군,부산광역시 기장군 기장읍 읍내로104번길 16,129.214890760004,35.2437128640563
1742,부전대파,소매,"채소, 과실 및 뿌리작물 소매업",부산진구,부산광역시 부산진구 부전로162번길 31,129.05976934102,35.1615040440493
1743,하카전자담배경성대부경대,소매,기타 음ㆍ식료품 위주 종합 소매업,남구,부산광역시 남구 용소로 10,129.100415712557,35.1363173962384
1744,두배로마트,소매,슈퍼마켓,부산진구,부산광역시 부산진구 중앙대로979번길 32,129.072803039345,35.1777495409848
1745,빠리스,소매,기타 음ㆍ식료품 위주 종합 소매업,중구,부산광역시 중구 중앙대로 17,129.036122597894,35.098845061259
1746,현정활어,소매,"신선, 냉동 및 기타 수산물 소매업",사하구,부산광역시 사하구 다대로586번길 13-1,128.970164682828,35.0537522710021
1747,두배로장터범천점,소매,슈퍼마켓,부산진구,부산광역시 부산진구 신암로 21,129.055666115432,35.1438094617202
1748,꿀떡꿀떡,음식,떡류 제조업,사하구,부산광역시 사하구 장림시장5길 102,128.967814660108,35.0803357153448
1749,막내딸집건어물좌동점,소매,건어물 및 젓갈류 소매업,해운대구,부산광역시 해운대구 세실로 31,129.179095890919,35.1678468200342
1750,초록마을부산국제,소매,기타 음ㆍ식료품 위주 종합 소매업,강서구,부산광역시 강서구 명지국제7로 170,128.919900794315,35.0954918370029
1751,성황리마트,소매,슈퍼마켓,남구,부산광역시 남구 동명로117번길 82,129.110642685351,35.1234063175142
1752,마을슈퍼,소매,기타 음ㆍ식료품 위주 종합 소매업,서구,부산광역시 서구 중앙공원로 9-1,129.022642688088,35.1163836305925
1753,괴정떡방앗간,음식,떡류 제조업,사하구,부산광역시 사하구 사하로141번길 63,128.989540638982,35.0951327898257
1754,미복떡방앗간,음식,떡류 제조업,사하구,부산광역시 사하구 사하로198번길 12,128.994398315381,35.0995730420126
1755,민속떡방앗간,음식,떡류 제조업,사상구,부산광역시 사상구 삼덕로46번안길 5,128.980961505851,35.1717676924431
1756,종점상회,소매,기타 음ㆍ식료품 위주 종합 소매업,사하구,부산광역시 사하구 옥천로 40,129.006837382681,35.090753782145
1757,참새떡방앗간,음식,떡류 제조업,사하구,부산광역시 사하구 회화나무길 81,128.992543168283,35.1012558461175
1758,대광수퍼,소매,기타 음ㆍ식료품 위주 종합 소매업,서구,부산광역시 서구 대영로111번길 8,129.023009156898,35.1123512711125
1759,고성슈퍼,소매,기타 음ㆍ식료품 위주 종합 소매업,사하구,부산광역시 사하구 다대로142번길 1,128.977206709605,35.0899956328376
1760,충북슈퍼,소매,기타 음ㆍ식료품 위주 종합 소매업,사하구,부산광역시 사하구 장림시장9길 53,128.966081310502,35.0802684088613
1761,진떡방앗간,음식,떡류 제조업,사하구,부산광역시 사하구 낙동대로535번길 36,128.962652370819,35.1113402494482
1762,도르가상사,소매,건강 보조식품 소매업,서구,부산광역시 서구 대티로 165,129.01156513783,35.1130332203148
1763,하현상회,소매,기타 식료품 소매업,서구,부산광역시 서구 충무대로256번길 7,129.02438787383,35.0936625460194
1764,성은떡방앗간,음식,떡류 제조업,사하구,부산광역시 사하구 원양로398번길 49,129.007280957981,35.0840165842932
1765,아영에프비씨롯데부산,소매,음료 소매업,중구,부산광역시 중구 중앙대로 2,129.036730232514,35.0983260672492
1766,동아슈퍼,소매,기타 음ㆍ식료품 위주 종합 소매업,사하구,부산광역시 사하구 괴정로244번길 52,128.987185024626,35.0944218508799
1767,현대얼음,소매,기타 식료품 소매업,사하구,부산광역시 사하구 장림시장4길 91,128.967708633757,35.0806430415742
1768,어성활어,소매,"신선, 냉동 및 기타 수산물 소매업",사하구,부산광역시 사하구 다대동로 20,128.97200107451,35.0551618076156
1769,푸른누리건강식품,소매,건강 보조식품 소매업,서구,부산광역시 서구 대티로 131,129.009674879124,35.1109757508606
1770,해참부산미도어묵,소매,기타 식료품 소매업,사하구,부산광역시 사하구 다대로 291,128.977230586011,35.0763661077775
1771,사하에너지Shop,소매,건강 보조식품 소매업,사하구,부산광역시 사하구 괴정로 259,128.989795224084,35.0971408513297
1772,슈퍼마켓,소매,기타 음ㆍ식료품 위주 종합 소매업,사하구,부산광역시 사하구 옥천로70번나길 12,129.009889714383,35.092819662181
1773,성원영농,소매,"채소, 과실 및 뿌리작물 소매업",중구,부산광역시 중구 중앙대로 2,129.036730232514,35.0983260672492
1774,．,소매,기타 음ㆍ식료품 위주 종합 소매업,사하구,부산광역시 사하구 감내2로 121,129.00818464498,35.0977465154364
1775,K24플러스,소매,기타 음ㆍ식료품 위주 종합 소매업,서구,부산광역시 서구 감천로 262,129.01453721199,35.0810986321209
1776,대신여중매점,소매,기타 음ㆍ식료품 위주 종합 소매업,서구,부산광역시 서구 보동길278번길 10,129.023849503458,35.1137593778372
1777,럭키슈퍼,소매,기타 음ㆍ식료품 위주 종합 소매업,서구,부산광역시 서구 초장로8번길 45,129.020972400885,35.094169098336
1778,구덕상회,소매,기타 식료품 소매업,서구,부산광역시 서구 보수대로236번길 6,129.018440802481,35.1154815486128
1779,대신떡집,음식,떡류 제조업,서구,부산광역시 서구 구덕로295번길 33-1,129.015933960708,35.1097245913374
1780,아시아매점,소매,기타 음ㆍ식료품 위주 종합 소매업,사하구,부산광역시 사하구 하신중앙로 46,128.96517180252,35.0831150992292
1781,강남구내매점,소매,기타 음ㆍ식료품 위주 종합 소매업,사하구,부산광역시 사하구 구평로16번길 71,128.994506190853,35.0696093192869
1782,롯데와인롯데백화점,소매,음료 소매업,해운대구,부산광역시 해운대구 센텀남대로 59,129.131099324358,35.1698729034813
1783,안나상회,소매,기타 음ㆍ식료품 위주 종합 소매업,사하구,부산광역시 사하구 다대로354번길 43,128.97491750419,35.0699576524626
1784,부산여중매점,소매,기타 음ㆍ식료품 위주 종합 소매업,서구,부산광역시 서구 보수대로 282-23,129.01447795045,35.1205806598187
1785,칠근상회,소매,기타 음ㆍ식료품 위주 종합 소매업,사하구,부산광역시 사하구 괴정로232번길 34,128.98628697476,35.0954387365513
1786,사계절상회,소매,기타 음ㆍ식료품 위주 종합 소매업,사하구,부산광역시 사하구 감천로 113,129.004334832217,35.0878990462487
1787,슈퍼마켓,소매,기타 음ㆍ식료품 위주 종합 소매업,서구,부산광역시 서구 충무대로149번가길 4,129.024559620167,35.0837185907256
1788,거제상회,소매,기타 식료품 소매업,사하구,부산광역시 사하구 윤공단로14번길 63,128.969936381376,35.0576211693054
