,상호명,상권업종대분류명,표준산업분류명,시군구명,도로명주소,경도,위도
3294,제일상회,소매,기타 음ㆍ식료품 위주 종합 소매업,동래구,부산광역시 동래구 명안로25번길 61-2,129.101113847848,35.1995252937995
3295,삼성할인마트,소매,기타 음ㆍ식료품 위주 종합 소매업,동래구,부산광역시 동래구 명장로20번길 90,129.099981636718,35.2026994345044
3296,웰니스건강식품,소매,건강 보조식품 소매업,연제구,부산광역시 연제구 반송로 52,129.085940341769,35.1890079592299
3297,대영해수온천여탕매점,소매,기타 음ㆍ식료품 위주 종합 소매업,연제구,부산광역시 연제구 연안로 25,129.106902725534,35.1899358924462
3298,은혜식품,소매,기타 식료품 소매업,사하구,부산광역시 사하구 하신중앙로 210,128.962331839424,35.0971365856771
3299,탑마트,소매,기타 음ㆍ식료품 위주 종합 소매업,연제구,부산광역시 연제구 고분로 108,129.094011049968,35.1857624478906
3300,SIDE25,소매,기타 음ㆍ식료품 위주 종합 소매업,동래구,부산광역시 동래구 시실로 22,129.086178151698,35.216768423581
3301,화국식품,소매,"채소, 과실 및 뿌리작물 소매업",수영구,부산광역시 수영구 수미로42번길 14,129.115049387768,35.173014305647
3302,삼성제일유통,소매,기타 음ㆍ식료품 위주 종합 소매업,연제구,부산광역시 연제구 거제천로87번길 21,129.0721838788,35.1824332256735
3303,건강생활교대역지점,소매,건강 보조식품 소매업,연제구,부산광역시 연제구 중앙대로 1197,129.077962502099,35.1935140495004
3304,청도슈퍼마켓,소매,기타 음ㆍ식료품 위주 종합 소매업,연제구,부산광역시 연제구 과정로287번길 40,129.09560231596,35.186523253913
3305,이웃할인마트,소매,슈퍼마켓,수영구,부산광역시 수영구 과정로41번길 13,129.106786602263,35.1748928568697
3306,신앙촌상회,소매,기타 음ㆍ식료품 위주 종합 소매업,동래구,부산광역시 동래구 반송로341번길 29,129.102821542706,35.2104975876888
3307,우성떡방앗간,음식,떡류 제조업,동래구,부산광역시 동래구 반송로341번길 30,129.102855949829,35.2106054399051
3308,우성떡방앗간,음식,떡류 제조업,동래구,부산광역시 동래구 동래로148번길 26,129.08546874966,35.2047323233004
3309,정성예찬,소매,조리 반찬류 소매업,부산진구,부산광역시 부산진구 시민공원로19번길 65,129.050924881739,35.1659618563368
3310,G할인마트,소매,기타 음ㆍ식료품 위주 종합 소매업,연제구,부산광역시 연제구 중앙대로1038번길 59,129.080345435185,35.1794221792143
3311,온천장우리떡집,음식,떡류 제조업,금정구,부산광역시 금정구 식물원로39번길 25,129.08390871802,35.2236933399063
3312,산만디,소매,기타 음ㆍ식료품 위주 종합 소매업,북구,부산광역시 북구 은행나무로36번길 43,129.038433605064,35.2048383718188
3313,밥만퍼반찬,소매,조리 반찬류 소매업,해운대구,부산광역시 해운대구 재반로 81-16,129.124780490834,35.1861115601352
3314,충렬중학교구내매점,소매,기타 음ㆍ식료품 위주 종합 소매업,동래구,부산광역시 동래구 명장로64번길 45,129.108430379876,35.202973926609
3315,행운떡,음식,떡류 제조업,동래구,부산광역시 동래구 사직북로47번길 20,129.05923170384,35.198754139546
3316,해동떡방앗간,음식,떡류 제조업,연제구,부산광역시 연제구 연동로8번길 10,129.09298381655,35.188584042667
3317,떡순이방,음식,떡류 제조업,동래구,부산광역시 동래구 충렬대로108번길 81,129.073819409287,35.2032677875846
3318,인정떡집,음식,떡류 제조업,동래구,부산광역시 동래구 명륜로98번길 52,129.086245323519,35.2020212102164
3319,풍기인삼농협,소매,건강 보조식품 소매업,연제구,부산광역시 연제구 아시아드대로 83,129.066972573589,35.1919618402781
3320,할매떡집,음식,떡류 제조업,동래구,부산광역시 동래구 충렬대로249번길 42,129.086864857458,35.2031874487838
3321,케이지씨판매동래지사,소매,건강 보조식품 소매업,동래구,부산광역시 동래구 충렬대로182번길 11,129.07968079921,35.203044402093
3322,니나웰빙,소매,건강 보조식품 소매업,동래구,부산광역시 동래구 아시아드대로 260,129.069119237124,35.2066264736971
3323,성민상회,소매,기타 음ㆍ식료품 위주 종합 소매업,연제구,부산광역시 연제구 쌍미천로59번길 13,129.088451524755,35.1780606223736
3324,킹마트,소매,기타 음ㆍ식료품 위주 종합 소매업,동래구,부산광역시 동래구 명륜로112번길 82,129.087232311342,35.2027424723083
3325,창녕떡방앗간,음식,떡류 제조업,연제구,부산광역시 연제구 거제시장로14번길 17,129.072306023995,35.1817020205027
3326,온천효성어묵,소매,기타 식료품 소매업,동래구,부산광역시 동래구 온천장로119번길 44-16,129.083111774207,35.222411499068
3327,동원상회,소매,건어물 및 젓갈류 소매업,연제구,부산광역시 연제구 고분로20번길 9,129.084659946351,35.1851975592786
3328,선우떡집,음식,떡류 제조업,부산진구,부산광역시 부산진구 중앙대로769번길 25,129.0602741946,35.1614996266637
3329,우유마트,소매,기타 음ㆍ식료품 위주 종합 소매업,연제구,부산광역시 연제구 대리로22번길 38,129.08652013014,35.1797725697877
